0,0.0000000,0.0000000,0.0000000
1,0.0880000,0.0000000,0.0000000
2,0.0880000,0.0880000,0.0000000
3,0.0000000,0.0880000,0.0000000
4,0.1144000,0.0000000,0.0000000
5,0.2024000,0.0000000,0.0000000
6,0.2024000,0.0880000,0.0000000
7,0.1144000,0.0880000,0.0000000
8,0.2288000,0.0000000,0.0000000
9,0.3168000,0.0000000,0.0000000
10,0.3168000,0.0880000,0.0000000
11,0.2288000,0.0880000,0.0000000
12,0.3432000,0.0000000,0.0000000
13,0.4312000,0.0000000,0.0000000
14,0.4312000,0.0880000,0.0000000
15,0.3432000,0.0880000,0.0000000
16,0.4576000,0.0000000,0.0000000
17,0.5456000,0.0000000,0.0000000
18,0.5456000,0.0880000,0.0000000
19,0.4576000,0.0880000,0.0000000
20,0.5720000,0.0000000,0.0000000
21,0.6600000,0.0000000,0.0000000
22,0.6600000,0.0880000,0.0000000
23,0.5720000,0.0880000,0.0000000
24,0.0000000,0.1144000,0.0000000
25,0.0880000,0.1144000,0.0000000
26,0.0880000,0.2024000,0.0000000
27,0.0000000,0.2024000,0.0000000
28,0.1144000,0.1144000,0.0000000
29,0.2024000,0.1144000,0.0000000
30,0.2024000,0.2024000,0.0000000
31,0.1144000,0.2024000,0.0000000
32,0.2288000,0.1144000,0.0000000
33,0.3168000,0.1144000,0.0000000
34,0.3168000,0.2024000,0.0000000
35,0.2288000,0.2024000,0.0000000
36,0.3432000,0.1144000,0.0000000
37,0.4312000,0.1144000,0.0000000
38,0.4312000,0.2024000,0.0000000
39,0.3432000,0.2024000,0.0000000
40,0.4576000,0.1144000,0.0000000
41,0.5456000,0.1144000,0.0000000
42,0.5456000,0.2024000,0.0000000
43,0.4576000,0.2024000,0.0000000
44,0.5720000,0.1144000,0.0000000
45,0.6600000,0.1144000,0.0000000
46,0.6600000,0.2024000,0.0000000
47,0.5720000,0.2024000,0.0000000
48,0.0000000,0.2288000,0.0000000
49,0.0880000,0.2288000,0.0000000
50,0.0880000,0.3168000,0.0000000
51,0.0000000,0.3168000,0.0000000
52,0.1144000,0.2288000,0.0000000
53,0.2024000,0.2288000,0.0000000
54,0.2024000,0.3168000,0.0000000
55,0.1144000,0.3168000,0.0000000
56,0.2288000,0.2288000,0.0000000
57,0.3168000,0.2288000,0.0000000
58,0.3168000,0.3168000,0.0000000
59,0.2288000,0.3168000,0.0000000
60,0.3432000,0.2288000,0.0000000
61,0.4312000,0.2288000,0.0000000
62,0.4312000,0.3168000,0.0000000
63,0.3432000,0.3168000,0.0000000
64,0.4576000,0.2288000,0.0000000
65,0.5456000,0.2288000,0.0000000
